Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000235786	0	1	0	0
ENSG00000235787	0	0	0	0
ENSG00000235790	2	0	1	1
ENSG00000235794	0	0	0	0
ENSG00000235795	13	8	7	15
ENSG00000235797	0	3	2	4
ENSG00000235802	1	1	0	0
ENSG00000235803	0	0	0	0
ENSG00000235804	0	0	0	0
ENSG00000235805	2	0	0	0
ENSG00000235806	0	0	0	0
ENSG00000235808	0	0	0	0
ENSG00000235810	0	0	0	0
ENSG00000235811	0	0	0	0
ENSG00000235812	0	0	3	0
ENSG00000235813	5	2	4	2
ENSG00000235815	0	0	0	2
ENSG00000235816	1	0	1	2
ENSG00000235817	0	0	0	0
ENSG00000235818	0	0	0	0
ENSG00000235819	0	0	0	0
ENSG00000235820	0	0	0	0
ENSG00000235821	4	5	5	7
ENSG00000235822	0	0	0	0
ENSG00000235823	183	215	63	87
ENSG00000235824	0	0	3	3
ENSG00000235825	0	0	0	0
ENSG00000235827	0	0	0	1
ENSG00000235828	2	0	5	1
ENSG00000235829	0	0	0	0
ENSG00000235830	0	0	0	0
ENSG00000235831	8	7	5	4
ENSG00000235832	0	0	0	0
ENSG00000235833	1	3	1	2
ENSG00000235834	0	0	0	2
ENSG00000235836	0	0	0	0
ENSG00000235837	0	0	0	1
ENSG00000235838	1	2	2	1
ENSG00000235840	2	1	1	3
ENSG00000235843	1	2	1	1
ENSG00000235845	0	1	0	0
ENSG00000235847	437	445	389	367
ENSG00000235848	3	1	0	1
ENSG00000235849	0	0	0	0
ENSG00000235852	5	4	3	1
ENSG00000235855	0	0	0	0
ENSG00000235857	0	0	0	0
ENSG00000235858	0	0	0	0
ENSG00000235859	218	204	163	167
ENSG00000235861	0	0	0	0
ENSG00000235862	0	0	0	0
ENSG00000235863	45	40	44	27
ENSG00000235864	0	0	0	0
ENSG00000235865	4	5	2	2
ENSG00000235868	0	0	0	0
ENSG00000235869	0	0	0	0
ENSG00000235871	0	0	0	0
ENSG00000235872	0	0	0	1
ENSG00000235875	0	0	0	0
ENSG00000235876	1	1	0	0
ENSG00000235879	0	1	0	0
ENSG00000235880	1	0	1	0
ENSG00000235881	1	1	0	0
ENSG00000235884	13	12	9	14
ENSG00000235885	1	1	0	0
ENSG00000235886	0	0	0	0
ENSG00000235887	0	0	0	0
ENSG00000235888	25	31	18	26
ENSG00000235890	58	74	50	71
ENSG00000235892	0	1	0	0
ENSG00000235893	10	6	12	1
ENSG00000235895	0	0	0	0
ENSG00000235897	35	41	24	22
ENSG00000235899	0	0	0	0
ENSG00000235901	0	0	0	0
ENSG00000235902	0	0	0	0
ENSG00000235903	22	23	17	18
ENSG00000235904	0	0	0	0
ENSG00000235907	0	0	0	0
ENSG00000235908	5	4	3	4
ENSG00000235910	0	0	0	0
ENSG00000235911	0	0	0	0
ENSG00000235912	10	9	5	10
ENSG00000235914	0	0	0	0
ENSG00000235916	1	2	0	0
ENSG00000235917	11	13	14	11
ENSG00000235919	24	37	44	57
ENSG00000235920	9	3	7	2
ENSG00000235922	0	0	0	0
ENSG00000235924	2	0	0	1
ENSG00000235926	0	0	0	0
ENSG00000235927	8	6	9	2
ENSG00000235929	0	0	0	0
ENSG00000235930	0	0	0	0
ENSG00000235931	2	2	1	3
ENSG00000235932	0	0	0	0
ENSG00000235933	0	0	0	0
ENSG00000235934	0	0	0	0
ENSG00000235937	0	0	0	0
ENSG00000235939	0	0	0	0
ENSG00000235940	0	0	0	0
ENSG00000235942	0	0	0	0
ENSG00000235943	0	0	0	0
ENSG00000235944	26	27	18	24
ENSG00000235945	0	0	0	0
ENSG00000235946	6	7	3	10
ENSG00000235947	12	6	4	3
ENSG00000235949	0	0	0	0
ENSG00000235951	0	0	0	0
ENSG00000235954	123	170	126	126
ENSG00000235955	0	0	0	1
ENSG00000235957	1	0	0	0
ENSG00000235958	0	0	0	0
ENSG00000235959	0	0	0	0
ENSG00000235961	88	83	62	73
ENSG00000235962	2	4	0	4
ENSG00000235963	0	0	0	0
ENSG00000235964	8	8	13	7
ENSG00000235965	0	0	0	0
ENSG00000235967	0	0	0	0
ENSG00000235968	0	0	0	0
ENSG00000235969	0	0	0	0
ENSG00000235972	0	0	0	0
ENSG00000235974	0	0	0	0
ENSG00000235975	0	0	0	0
ENSG00000235976	0	0	0	0
ENSG00000235978	5	3	5	9
ENSG00000235979	3	7	7	4
ENSG00000235981	0	0	0	0
ENSG00000235984	0	0	0	0
ENSG00000235988	0	0	0	0
ENSG00000235989	4	0	4	1
ENSG00000235990	7	6	5	4
ENSG00000235991	0	0	0	1
ENSG00000235992	0	0	0	0
ENSG00000235993	0	0	0	0
ENSG00000235994	0	0	0	0
ENSG00000235995	1	1	0	0
ENSG00000235996	0	0	0	0
ENSG00000235997	2	1	5	0
ENSG00000235998	0	0	0	0
ENSG00000236003	0	0	0	0
ENSG00000236004	0	0	0	0
ENSG00000236005	0	0	0	0
ENSG00000236007	0	0	0	0
ENSG00000236008	91	94	68	72
ENSG00000236009	0	0	0	0
ENSG00000236012	0	0	0	0
ENSG00000236013	1	0	0	0
ENSG00000236015	1	2	0	1
ENSG00000236017	146	181	156	146
ENSG00000236018	0	0	0	0
ENSG00000236021	12	11	24	17
ENSG00000236022	0	0	0	0
ENSG00000236024	0	0	0	0
ENSG00000236025	0	0	0	0
ENSG00000236026	0	0	0	0
ENSG00000236027	0	0	0	0
ENSG00000236028	0	0	0	0
ENSG00000236030	5	1	2	4
ENSG00000236031	8	5	4	3
ENSG00000236032	0	0	0	0
ENSG00000236035	0	1	3	1
ENSG00000236036	0	1	0	0
ENSG00000236039	9	8	4	4
ENSG00000236040	0	0	0	0
ENSG00000236041	0	0	0	0
ENSG00000236042	0	0	0	0
ENSG00000236044	0	0	0	1
ENSG00000236045	0	0	0	0
ENSG00000236046	0	0	0	0
ENSG00000236047	1	1	2	2
ENSG00000236048	0	2	2	1
ENSG00000236049	0	0	0	0
ENSG00000236051	4	10	5	3
ENSG00000236052	0	0	0	0
ENSG00000236053	7	10	13	8
ENSG00000236054	0	0	0	0
ENSG00000236056	0	0	0	0
ENSG00000236058	1	1	1	0
ENSG00000236060	10	5	5	3
ENSG00000236062	0	0	0	0
ENSG00000236064	1	1	2	2
ENSG00000236065	0	0	0	0
ENSG00000236068	1	2	5	0
ENSG00000236069	0	3	0	6
ENSG00000236072	0	0	0	0
ENSG00000236073	1	1	1	0
ENSG00000236075	0	0	0	0
ENSG00000236076	0	0	1	0
ENSG00000236077	0	0	0	0
ENSG00000236078	1	2	2	3
ENSG00000236079	0	0	0	0
ENSG00000236080	0	0	0	0
ENSG00000236081	12	18	7	12
ENSG00000236082	0	0	0	0
ENSG00000236083	0	0	0	0
ENSG00000236085	0	0	0	0
ENSG00000236086	3	3	2	0
ENSG00000236088	264	289	213	283
ENSG00000236090	5	4	6	2
ENSG00000236091	0	0	0	0
ENSG00000236094	0	0	0	0
ENSG00000236095	2	4	1	2
ENSG00000236097	0	0	0	0
ENSG00000236098	0	0	0	0
ENSG00000236099	0	0	0	0
ENSG00000236101	0	0	0	0
ENSG00000236102	0	0	0	0
ENSG00000236104	367	385	334	303
ENSG00000236105	0	0	0	0
ENSG00000236106	0	0	0	0
ENSG00000236107	15	9	16	8
ENSG00000236108	0	0	0	0
ENSG00000236109	0	0	0	0
ENSG00000236110	0	0	0	0
ENSG00000236111	5	2	4	1
ENSG00000236114	0	0	1	1
ENSG00000236115	0	1	0	0
ENSG00000236116	0	0	0	0
ENSG00000236117	0	0	0	0
ENSG00000236118	0	1	0	0
ENSG00000236119	0	0	1	0
ENSG00000236120	0	0	0	0
ENSG00000236121	0	0	0	0
ENSG00000236123	0	0	0	0
ENSG00000236124	1	0	0	0
ENSG00000236125	0	0	0	0
ENSG00000236126	0	0	0	0
ENSG00000236129	0	0	0	0
ENSG00000236130	0	0	0	0
ENSG00000236131	0	0	0	0
ENSG00000236132	0	0	0	0
ENSG00000236133	0	0	0	0
ENSG00000236136	5	5	5	2
ENSG00000236137	6	8	9	10
ENSG00000236138	0	1	0	0
ENSG00000236140	0	1	0	0
ENSG00000236141	0	0	0	0
ENSG00000236144	249	290	256	234
ENSG00000236145	1	0	0	0
ENSG00000236146	0	0	0	0
ENSG00000236148	0	1	0	0
ENSG00000236151	0	0	0	0
ENSG00000236152	0	0	0	0
ENSG00000236153	0	0	0	0
ENSG00000236154	154	189	132	119
ENSG00000236155	1	1	1	1
ENSG00000236156	0	0	0	0
ENSG00000236158	0	0	0	0
ENSG00000236159	3	1	1	1
ENSG00000236160	0	0	0	0
ENSG00000236162	0	0	0	0
ENSG00000236164	0	0	0	0
ENSG00000236165	0	0	0	0
ENSG00000236166	1	3	1	1
ENSG00000236167	0	0	0	0
ENSG00000236168	0	0	0	0
ENSG00000236170	0	0	0	0
ENSG00000236171	0	0	0	0
ENSG00000236172	1	0	0	0
ENSG00000236173	0	0	0	0
ENSG00000236175	0	0	0	0
ENSG00000236176	0	0	0	0
ENSG00000236179	0	0	0	0
ENSG00000236180	0	2	2	0
ENSG00000236182	0	0	0	0
ENSG00000236184	9	15	9	21
ENSG00000236185	0	0	0	0
ENSG00000236187	0	0	0	0
ENSG00000236188	0	0	0	0
ENSG00000236189	1	4	0	2
ENSG00000236190	0	0	0	0
ENSG00000236191	0	0	0	0
ENSG00000236193	0	0	0	0
ENSG00000236194	4	3	0	7
ENSG00000236195	0	0	0	0
ENSG00000236197	1	1	0	0
ENSG00000236199	0	0	1	1
ENSG00000236200	387	454	312	292
ENSG00000236202	0	0	0	0
ENSG00000236204	7	10	25	6
ENSG00000236205	0	0	0	0
ENSG00000236206	0	0	0	0
ENSG00000236208	0	0	0	0
ENSG00000236209	7	10	18	18
ENSG00000236211	0	0	0	0
ENSG00000236212	0	0	0	0
ENSG00000236213	3	0	0	0
ENSG00000236216	0	0	0	0
ENSG00000236217	0	0	0	0
ENSG00000236226	0	0	0	0
ENSG00000236229	1	2	0	0
ENSG00000236230	0	2	1	0
ENSG00000236231	0	0	0	0
ENSG00000236232	0	0	0	0
ENSG00000236234	0	0	0	0
ENSG00000236235	0	0	0	0
ENSG00000236238	0	0	0	0
ENSG00000236240	0	0	0	0
ENSG00000236241	0	0	0	0
ENSG00000236242	0	0	2	2
ENSG00000236243	0	0	0	0
ENSG00000236244	0	0	0	0
ENSG00000236246	0	0	0	0
ENSG00000236248	0	0	0	0
ENSG00000236252	0	0	0	0
ENSG00000236253	0	0	0	0
ENSG00000236254	18	8	20	13
ENSG00000236255	80	84	94	121
ENSG00000236256	0	4	4	4
ENSG00000236257	2	6	0	0
ENSG00000236258	0	0	0	0
ENSG00000236259	0	1	0	0
ENSG00000236261	0	0	2	0
ENSG00000236262	0	0	0	0
ENSG00000236263	76	71	77	70
ENSG00000236264	0	2	1	0
ENSG00000236266	0	0	1	0
ENSG00000236267	0	0	0	0
ENSG00000236268	0	0	1	0
ENSG00000236269	23	15	19	14
ENSG00000236272	0	0	0	0
ENSG00000236274	1	0	0	0
ENSG00000236276	0	0	0	0
ENSG00000236277	0	0	0	0
ENSG00000236278	0	0	0	0
ENSG00000236279	2	0	0	0
ENSG00000236280	0	0	0	0
ENSG00000236281	0	0	0	0
ENSG00000236283	0	0	0	0
ENSG00000236284	0	1	0	0
ENSG00000236285	2	1	1	4
ENSG00000236287	930	1079	893	836
ENSG00000236289	0	0	1	0
ENSG00000236290	0	0	0	0
ENSG00000236292	0	0	0	0
ENSG00000236295	0	0	0	0
ENSG00000236296	4	5	8	1
ENSG00000236297	3	1	1	0
ENSG00000236299	3	1	0	1
ENSG00000236300	0	0	0	0
ENSG00000236301	0	0	0	0
ENSG00000236303	0	0	0	0
ENSG00000236304	0	0	0	0
ENSG00000236305	4	6	1	2
ENSG00000236306	0	0	4	3
ENSG00000236307	10	16	9	9
ENSG00000236308	2	2	2	9
ENSG00000236311	0	0	0	0
ENSG00000236312	1	2	3	0
ENSG00000236313	0	1	0	1
ENSG00000236316	1	0	0	0
ENSG00000236317	0	1	0	3
ENSG00000236318	0	0	0	4
ENSG00000236319	0	0	0	0
ENSG00000236320	0	0	1	0
ENSG00000236323	0	0	0	0
ENSG00000236324	0	0	0	0
ENSG00000236325	0	0	0	0
ENSG00000236326	0	0	0	0
ENSG00000236327	0	0	0	0
ENSG00000236330	2	5	5	1
ENSG00000236332	0	0	0	0
ENSG00000236333	123	149	101	85
ENSG00000236334	15	13	7	12
ENSG00000236335	0	0	0	0
ENSG00000236336	0	0	0	0
ENSG00000236337	7	8	12	12
ENSG00000236339	0	0	0	0
ENSG00000236340	0	0	0	0
ENSG00000236341	0	0	0	0
ENSG00000236343	0	0	0	0
ENSG00000236345	49	44	48	66
ENSG00000236347	0	0	0	0
ENSG00000236348	0	0	0	1
ENSG00000236349	0	0	1	0
ENSG00000236352	5	4	3	1
ENSG00000236354	0	0	0	0
ENSG00000236355	0	0	0	0
ENSG00000236356	0	0	0	0
ENSG00000236357	0	0	0	0
ENSG00000236358	4	1	2	0
ENSG00000236359	0	0	0	0
ENSG00000236360	0	1	0	1
ENSG00000236362	0	0	0	0
ENSG00000236364	1	1	3	6
ENSG00000236365	0	0	0	0
ENSG00000236366	1	1	1	0
ENSG00000236371	0	0	0	0
ENSG00000236372	0	0	1	0
ENSG00000236373	0	0	0	0
ENSG00000236375	0	2	1	1
ENSG00000236376	0	0	0	0
ENSG00000236377	0	0	0	0
ENSG00000236378	0	0	0	0
ENSG00000236379	0	0	0	0
ENSG00000236380	0	0	0	0
ENSG00000236382	0	0	0	0
ENSG00000236383	10	16	7	16
ENSG00000236384	0	0	0	0
ENSG00000236385	5	0	7	3
ENSG00000236386	0	0	0	0
ENSG00000236387	0	0	0	0
ENSG00000236388	0	0	0	0
ENSG00000236389	0	0	0	1
ENSG00000236390	0	0	0	0
ENSG00000236391	5	0	3	1
ENSG00000236392	0	0	0	0
ENSG00000236393	9	3	17	11
ENSG00000236394	0	3	1	0
ENSG00000236395	0	0	0	0
ENSG00000236396	0	0	0	0
ENSG00000236397	6	9	10	17
ENSG00000236398	0	0	0	0
ENSG00000236400	0	0	0	0
ENSG00000236401	0	0	0	0
ENSG00000236403	0	0	0	0
ENSG00000236404	90	96	61	65
ENSG00000236405	0	0	0	0
ENSG00000236407	0	0	0	0
ENSG00000236408	0	0	0	0
ENSG00000236409	1	1	0	0
ENSG00000236411	0	0	2	0
ENSG00000236412	0	0	0	0
ENSG00000236413	0	0	0	0
ENSG00000236414	0	0	0	0
ENSG00000236417	0	0	0	0
ENSG00000236420	0	0	0	0
ENSG00000236423	51	51	41	49
ENSG00000236424	0	0	0	0
ENSG00000236425	0	0	0	0
ENSG00000236426	0	0	0	0
ENSG00000236427	0	0	1	0
ENSG00000236429	0	0	0	0
ENSG00000236430	0	0	0	0
ENSG00000236431	0	0	0	0
ENSG00000236432	35	34	30	40
ENSG00000236433	0	0	0	0
ENSG00000236434	6	4	2	2
ENSG00000236435	0	0	0	0
ENSG00000236436	0	0	0	0
ENSG00000236437	0	0	0	0
ENSG00000236438	84	110	83	70
ENSG00000236439	7	9	3	4
ENSG00000236440	0	0	0	0
ENSG00000236442	0	0	0	0
ENSG00000236444	1	4	1	2
ENSG00000236445	11	17	20	18
ENSG00000236446	0	0	0	0
ENSG00000236447	3	4	1	7
ENSG00000236449	91	75	64	60
ENSG00000236450	0	0	0	0
ENSG00000236451	0	0	0	0
ENSG00000236452	0	1	0	0
ENSG00000236453	0	0	0	0
ENSG00000236456	0	1	0	0
ENSG00000236457	0	0	0	0
ENSG00000236459	0	3	0	3
ENSG00000236460	0	0	0	0
ENSG00000236461	0	0	0	0
ENSG00000236463	0	0	0	0
ENSG00000236464	0	0	0	0
ENSG00000236466	0	0	0	0
ENSG00000236467	8	6	14	8
ENSG00000236468	8	2	2	2
ENSG00000236469	0	0	1	0
ENSG00000236471	1	0	0	0
ENSG00000236472	7	6	2	3
ENSG00000236473	0	0	0	0
ENSG00000236474	0	0	2	0
ENSG00000236475	0	0	0	0
ENSG00000236476	0	0	0	0
ENSG00000236477	0	0	0	0
ENSG00000236478	0	0	0	0
ENSG00000236480	1	1	3	2
ENSG00000236481	0	0	0	0
ENSG00000236483	0	0	0	1
ENSG00000236484	1	0	0	0
ENSG00000236485	0	0	0	0
ENSG00000236487	0	0	0	0
ENSG00000236489	1	1	1	0
ENSG00000236491	0	0	0	0
ENSG00000236493	6	7	2	5
ENSG00000236494	0	0	0	0
ENSG00000236495	0	0	0	0
ENSG00000236496	38	29	18	30
ENSG00000236497	3	1	0	0
ENSG00000236498	0	1	1	0
ENSG00000236499	3	2	4	2
ENSG00000236500	0	0	0	0
ENSG00000236501	0	0	0	1
ENSG00000236502	0	1	2	1
ENSG00000236503	0	0	0	0
ENSG00000236504	0	0	0	0
ENSG00000236505	1	2	2	0
ENSG00000236507	0	0	0	0
ENSG00000236508	0	0	0	0
ENSG00000236509	0	0	0	0
ENSG00000236510	0	0	0	0
ENSG00000236511	0	0	0	0
ENSG00000236512	0	0	1	1
ENSG00000236513	0	0	0	0
ENSG00000236514	1	0	6	4
ENSG00000236516	2	0	0	0
ENSG00000236519	7	13	14	7
ENSG00000236520	0	0	0	0
ENSG00000236521	0	0	0	0
ENSG00000236523	4	3	19	12
ENSG00000236525	0	0	1	1
ENSG00000236526	1	1	2	2
ENSG00000236527	0	0	0	0
ENSG00000236528	1	1	1	0
ENSG00000236529	3	5	0	3
ENSG00000236530	0	0	0	2
ENSG00000236531	0	0	1	1
ENSG00000236532	10	4	10	10
ENSG00000236533	0	0	0	0
ENSG00000236534	0	0	0	0
ENSG00000236535	5	11	7	5
ENSG00000236536	4	4	2	5
ENSG00000236538	0	0	0	0
ENSG00000236539	42	42	39	24
ENSG00000236540	3	7	7	3
ENSG00000236541	0	0	0	0
ENSG00000236542	2	2	0	4
ENSG00000236543	0	0	0	0
ENSG00000236544	0	0	0	0
ENSG00000236545	0	0	0	0
ENSG00000236546	22	10	9	24
ENSG00000236548	17	21	28	15
ENSG00000236549	0	0	0	0
ENSG00000236550	0	0	0	0
ENSG00000236552	2	6	1	3
ENSG00000236554	2	1	1	1
ENSG00000236555	1	0	0	0
ENSG00000236556	0	0	0	0
ENSG00000236559	2	6	3	2
ENSG00000236562	1	2	3	2
ENSG00000236564	3	5	3	6
ENSG00000236565	6	3	5	4
ENSG00000236567	11	17	12	16
ENSG00000236569	0	0	0	0
ENSG00000236570	15	11	19	24
ENSG00000236571	0	0	0	0
ENSG00000236572	0	0	0	0
ENSG00000236574	0	0	0	0
ENSG00000236576	0	3	0	0
ENSG00000236577	6	8	16	15
ENSG00000236580	0	0	0	0
ENSG00000236581	0	0	0	0
ENSG00000236582	0	1	0	1
ENSG00000236583	0	2	1	1
ENSG00000236590	0	0	0	0
ENSG00000236591	0	0	0	1
ENSG00000236592	0	0	0	0
ENSG00000236594	0	0	0	0
ENSG00000236595	0	0	0	0
ENSG00000236596	0	0	0	0
ENSG00000236597	0	0	0	0
ENSG00000236599	0	0	0	0
ENSG00000236601	0	0	0	0
ENSG00000236603	12	11	16	13
ENSG00000236604	0	0	0	0
ENSG00000236605	0	0	0	0
ENSG00000236606	0	0	0	0
ENSG00000236607	0	0	0	0
ENSG00000236608	0	3	0	0
ENSG00000236609	7	12	4	9
ENSG00000236610	0	0	0	0
ENSG00000236611	1	0	0	1
ENSG00000236612	0	0	0	0
ENSG00000236615	0	0	0	0
ENSG00000236616	0	0	0	0
ENSG00000236617	1	4	2	0
ENSG00000236618	106	119	90	93
ENSG00000236620	0	0	0	0
ENSG00000236626	0	0	0	0
ENSG00000236627	1	3	2	0
ENSG00000236634	0	0	0	0
ENSG00000236635	0	0	0	0
ENSG00000236636	0	0	0	0
ENSG00000236637	0	0	0	0
ENSG00000236638	0	0	0	0
ENSG00000236641	0	0	0	0
ENSG00000236643	1	2	0	0
ENSG00000236646	0	0	0	0
ENSG00000236647	0	0	0	0
ENSG00000236648	0	0	0	0
ENSG00000236651	0	0	0	0
ENSG00000236653	0	0	0	1
ENSG00000236654	1	0	0	0
ENSG00000236655	0	0	0	0
ENSG00000236656	0	0	0	0
ENSG00000236658	1	2	1	0
ENSG00000236660	0	0	0	0
ENSG00000236662	4	4	6	5
ENSG00000236663	0	0	0	0
ENSG00000236664	0	0	0	0
ENSG00000236665	0	0	0	0
ENSG00000236666	0	0	0	0
ENSG00000236667	0	0	0	0
ENSG00000236668	0	0	0	0
ENSG00000236670	10	11	5	13
ENSG00000236671	2	0	0	0
ENSG00000236673	6	7	8	10
ENSG00000236674	0	0	0	0
ENSG00000236675	1	0	0	0
ENSG00000236676	1	1	0	0
ENSG00000236677	0	1	1	1
ENSG00000236678	0	0	0	0
ENSG00000236679	0	0	0	0
ENSG00000236680	1	1	2	0
ENSG00000236681	0	5	0	0
ENSG00000236682	24	29	38	29
ENSG00000236683	26	28	43	23
ENSG00000236686	6	0	5	3
ENSG00000236687	0	1	0	0
ENSG00000236689	2	0	0	0
ENSG00000236690	0	0	0	0
ENSG00000236691	0	0	0	0
ENSG00000236692	0	0	0	0
ENSG00000236695	0	1	1	3
ENSG00000236698	1	0	0	0
ENSG00000236699	1	8	5	12
ENSG00000236700	2	0	0	1
ENSG00000236701	0	0	0	0
ENSG00000236703	1	1	2	3
ENSG00000236704	0	0	0	0
ENSG00000236708	12	13	6	8
ENSG00000236709	1	0	5	2
ENSG00000236710	5	9	2	3
ENSG00000236711	1	0	0	0
ENSG00000236712	1	0	0	0
ENSG00000236713	0	0	0	0
ENSG00000236714	0	0	2	0
ENSG00000236716	0	0	0	0
ENSG00000236717	0	0	0	0
ENSG00000236718	0	0	0	0
ENSG00000236719	0	0	0	0
ENSG00000236720	0	0	0	0
ENSG00000236722	0	0	0	0
ENSG00000236723	13	19	19	17
ENSG00000236724	0	0	0	0
ENSG00000236731	0	0	0	0
ENSG00000236732	0	0	0	0
ENSG00000236733	0	0	0	0
ENSG00000236735	0	2	1	1
ENSG00000236736	0	0	0	2
ENSG00000236737	0	0	0	0
ENSG00000236739	1	1	0	1
ENSG00000236740	13	10	18	7
ENSG00000236741	0	0	0	0
ENSG00000236743	0	0	0	0
ENSG00000236744	0	0	0	1
ENSG00000236745	0	0	0	0
ENSG00000236747	0	0	0	0
ENSG00000236748	0	0	0	0
ENSG00000236750	0	0	0	0
ENSG00000236751	0	0	0	0
ENSG00000236753	38	47	34	27
ENSG00000236754	35	27	42	45
ENSG00000236756	10	11	19	10
ENSG00000236758	0	0	0	0
ENSG00000236760	1	1	1	1
ENSG00000236761	0	0	0	0
ENSG00000236762	32	39	9	34
ENSG00000236763	0	0	0	0
ENSG00000236764	0	0	0	0
ENSG00000236768	13	14	28	15
ENSG00000236769	0	0	0	0
ENSG00000236770	0	0	0	0
ENSG00000236772	2	2	1	0
ENSG00000236773	1	2	1	1
ENSG00000236775	0	0	0	0
ENSG00000236776	0	0	1	0
ENSG00000236777	0	0	0	0
ENSG00000236778	121	115	147	140
ENSG00000236779	0	0	0	0
ENSG00000236780	0	0	0	1
ENSG00000236782	5	4	2	5
ENSG00000236783	0	0	0	0
ENSG00000236785	0	0	0	0
ENSG00000236786	0	0	0	0
ENSG00000236790	4	10	4	7
ENSG00000236791	0	0	0	0
ENSG00000236792	0	0	0	0
ENSG00000236794	0	0	0	0
ENSG00000236795	3	3	5	3
ENSG00000236796	1	0	1	0
ENSG00000236797	0	0	0	0
ENSG00000236799	2	2	1	2
ENSG00000236800	0	0	0	0
ENSG00000236801	3	5	1	1
ENSG00000236803	0	0	0	0
ENSG00000236804	3	1	1	0
ENSG00000236806	1	1	1	0
ENSG00000236807	0	0	0	0
ENSG00000236809	2	0	4	1
ENSG00000236810	76	72	59	77
ENSG00000236811	3	1	1	0
ENSG00000236813	0	0	0	1
ENSG00000236814	2	5	1	2
ENSG00000236816	8	20	6	6
ENSG00000236817	1	0	0	0
ENSG00000236818	0	0	0	0
ENSG00000236819	0	0	0	0
ENSG00000236822	0	0	0	0
ENSG00000236823	0	0	0	0
ENSG00000236824	2986	2873	962	1028
ENSG00000236825	0	0	0	0
ENSG00000236827	0	0	0	0
ENSG00000236828	0	0	0	0
ENSG00000236829	20	22	33	21
ENSG00000236830	71	76	72	70
ENSG00000236831	0	0	0	0
ENSG00000236832	0	0	0	0
ENSG00000236833	1	1	3	3
ENSG00000236834	1	6	0	5
ENSG00000236836	1	0	0	0
ENSG00000236837	0	0	0	0
ENSG00000236838	0	0	0	0
ENSG00000236839	0	0	0	0
ENSG00000236841	0	0	0	0
ENSG00000236842	0	0	0	0
ENSG00000236844	3	0	0	2
ENSG00000236846	2	2	1	0
ENSG00000236847	0	0	0	0
ENSG00000236848	0	0	0	0
ENSG00000236849	0	0	0	0
ENSG00000236852	1	0	4	2
ENSG00000236853	0	0	0	0
ENSG00000236854	0	0	0	0
ENSG00000236856	0	0	0	0
ENSG00000236857	1	0	0	0
ENSG00000236858	0	0	0	0
ENSG00000236859	161	151	117	138
ENSG00000236860	0	0	0	0
ENSG00000236861	1	0	1	3
ENSG00000236862	3	6	2	3
ENSG00000236863	0	0	0	0
ENSG00000236864	0	0	0	0
ENSG00000236866	0	0	0	0
ENSG00000236867	0	0	0	0
ENSG00000236869	0	2	2	2
ENSG00000236870	0	0	0	0
ENSG00000236871	47	70	43	44
ENSG00000236872	2	0	2	1
ENSG00000236874	0	0	0	0
ENSG00000236875	0	0	0	1
ENSG00000236876	0	0	0	1
ENSG00000236877	0	0	0	0
ENSG00000236878	0	0	0	0
ENSG00000236880	0	0	0	0
ENSG00000236882	10	6	4	12
ENSG00000236883	0	0	0	0
ENSG00000236885	0	0	0	0
ENSG00000236886	0	0	0	0
ENSG00000236887	2	1	2	1
ENSG00000236888	0	1	1	0
ENSG00000236889	1	0	1	0
ENSG00000236890	0	0	0	0
ENSG00000236892	0	0	0	0
ENSG00000236893	0	0	0	1
ENSG00000236894	0	0	0	0
ENSG00000236896	0	0	0	0
ENSG00000236897	0	0	0	0
ENSG00000236900	0	0	0	0
ENSG00000236901	246	277	184	203
ENSG00000236905	3	1	0	2
ENSG00000236907	0	0	0	0
ENSG00000236908	0	0	0	0
ENSG00000236909	0	0	0	0
ENSG00000236911	0	0	0	0
ENSG00000236913	0	0	0	0
ENSG00000236914	0	0	0	0
ENSG00000236915	0	0	0	0
ENSG00000236917	0	0	0	0
ENSG00000236919	0	0	0	0
ENSG00000236920	0	0	0	0
ENSG00000236921	0	0	0	0
ENSG00000236922	0	2	0	2
ENSG00000236924	4	10	6	6
ENSG00000236928	1	1	0	1
ENSG00000236929	0	0	0	0
ENSG00000236930	0	0	0	0
ENSG00000236932	0	0	0	0
ENSG00000236935	2	3	0	1
ENSG00000236936	0	0	0	0
ENSG00000236937	0	0	0	0
ENSG00000236938	0	0	0	0
ENSG00000236939	0	0	0	0
ENSG00000236940	0	0	0	0
ENSG00000236941	0	0	0	0
ENSG00000236942	0	1	0	2
ENSG00000236944	0	0	0	0
ENSG00000236946	1	1	1	0
ENSG00000236947	1	2	3	2
ENSG00000236948	3	0	1	0
ENSG00000236950	0	0	0	0
ENSG00000236951	0	1	0	0
ENSG00000236953	2	6	4	0
ENSG00000236956	0	0	0	0
ENSG00000236957	0	0	0	0
ENSG00000236958	0	0	0	0
ENSG00000236959	0	0	0	0
ENSG00000236960	0	0	0	0
ENSG00000236961	0	0	0	0
ENSG00000236963	3	5	6	4
ENSG00000236965	0	0	0	0
ENSG00000236966	0	0	0	0
ENSG00000236968	0	0	0	0
ENSG00000236969	0	0	0	0
ENSG00000236972	0	0	0	0
ENSG00000236973	0	0	0	1
ENSG00000236975	0	0	0	0
ENSG00000236976	7	10	11	7
